sample_id	assembly_pat	assembly_mat	assembly_url_pat	assembly_url_mat	accession_pat	accession_mat	sex
NA20805	NA20805_hap1_hprc_r2_v1.0.1	NA20805_hap2_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA20805/assemblies/freeze_2/NA20805_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA20805/assemblies/freeze_2/NA20805_hap2_hprc_r2_v1.0.1.fa.gz	NA20805_hap1_hprc_r2_v1.0.1	NA20805_hap2_hprc_r2_v1.0.1	male
NA20806	NA20806_hap1_hprc_r2_v1.0.1	NA20806_hap2_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA20806/assemblies/freeze_2/NA20806_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA20806/assemblies/freeze_2/NA20806_hap2_hprc_r2_v1.0.1.fa.gz	NA20806_hap1_hprc_r2_v1.0.1	NA20806_hap2_hprc_r2_v1.0.1	male
NA20809	NA20809_hap1_hprc_r2_v1.0.1	NA20809_hap2_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA20809/assemblies/freeze_2/NA20809_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA20809/assemblies/freeze_2/NA20809_hap2_hprc_r2_v1.0.1.fa.gz	NA20809_hap1_hprc_r2_v1.0.1	NA20809_hap2_hprc_r2_v1.0.1	male
NA20827	NA20827_hap1_hprc_r2_v1.0.1	NA20827_hap2_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA20827/assemblies/freeze_2/NA20827_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA20827/assemblies/freeze_2/NA20827_hap2_hprc_r2_v1.0.1.fa.gz	NA20827_hap1_hprc_r2_v1.0.1	NA20827_hap2_hprc_r2_v1.0.1	male
NA20850	NA20850_hap1_hprc_r2_v1.0.1	NA20850_hap2_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA20850/assemblies/freeze_2/NA20850_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA20850/assemblies/freeze_2/NA20850_hap2_hprc_r2_v1.0.1.fa.gz	NA20850_hap1_hprc_r2_v1.0.1	NA20850_hap2_hprc_r2_v1.0.1	male
NA20870	NA20870_hap1_hprc_r2_v1.0.1	NA20870_hap2_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA20870/assemblies/freeze_2/NA20870_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA20870/assemblies/freeze_2/NA20870_hap2_hprc_r2_v1.0.1.fa.gz	NA20870_hap1_hprc_r2_v1.0.1	NA20870_hap2_hprc_r2_v1.0.1	male
NA20905	NA20905_hap1_hprc_r2_v1.0.1	NA20905_hap2_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA20905/assemblies/freeze_2/NA20905_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA20905/assemblies/freeze_2/NA20905_hap2_hprc_r2_v1.0.1.fa.gz	NA20905_hap1_hprc_r2_v1.0.1	NA20905_hap2_hprc_r2_v1.0.1	male
NA21093	NA21093_hap1_hprc_r2_v1.0.1	NA21093_hap2_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA21093/assemblies/freeze_2/NA21093_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA21093/assemblies/freeze_2/NA21093_hap2_hprc_r2_v1.0.1.fa.gz	NA21093_hap1_hprc_r2_v1.0.1	NA21093_hap2_hprc_r2_v1.0.1	male
NA21102	NA21102_hap1_hprc_r2_v1.0.1	NA21102_hap2_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA21102/assemblies/freeze_2/NA21102_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA21102/assemblies/freeze_2/NA21102_hap2_hprc_r2_v1.0.1.fa.gz	NA21102_hap1_hprc_r2_v1.0.1	NA21102_hap2_hprc_r2_v1.0.1	female
NA21106	NA21106_hap1_hprc_r2_v1.0.1	NA21106_hap2_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA21106/assemblies/freeze_2/NA21106_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA21106/assemblies/freeze_2/NA21106_hap2_hprc_r2_v1.0.1.fa.gz	NA21106_hap1_hprc_r2_v1.0.1	NA21106_hap2_hprc_r2_v1.0.1	female
NA21110	NA21110_hap1_hprc_r2_v1.0.1	NA21110_hap2_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA21110/assemblies/freeze_2/NA21110_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA21110/assemblies/freeze_2/NA21110_hap2_hprc_r2_v1.0.1.fa.gz	NA21110_hap1_hprc_r2_v1.0.1	NA21110_hap2_hprc_r2_v1.0.1	female
NA21144	NA21144_hap1_hprc_r2_v1.0.1	NA21144_hap2_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA21144/assemblies/freeze_2/NA21144_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA21144/assemblies/freeze_2/NA21144_hap2_hprc_r2_v1.0.1.fa.gz	NA21144_hap1_hprc_r2_v1.0.1	NA21144_hap2_hprc_r2_v1.0.1	female
NA21309	NA21309_pat_hprc_r2_v1.0.1	NA21309_mat_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA21309/assemblies/freeze_2/NA21309_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA21309/assemblies/freeze_2/NA21309_mat_hprc_r2_v1.0.1.fa.gz	NA21309_pat_hprc_r2_v1.0.1	NA21309_mat_hprc_r2_v1.0.1	female
