sample_id	assembly_pat	assembly_mat	assembly_url_pat	assembly_url_mat	accession_pat	accession_mat	sex
HG02135	HG02135_pat_hprc_r2_v1.0.1	HG02135_mat_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02135/assemblies/freeze_2/HG02135_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02135/assemblies/freeze_2/HG02135_mat_hprc_r2_v1.0.1.fa.gz	HG02135_pat_hprc_r2_v1.0.1	HG02135_mat_hprc_r2_v1.0.1	male
HG02145	HG02145_pat_hprc_r2_v1.0.1	HG02145_mat_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02145/assemblies/freeze_2/HG02145_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02145/assemblies/freeze_2/HG02145_mat_hprc_r2_v1.0.1.fa.gz	HG02145_pat_hprc_r2_v1.0.1	HG02145_mat_hprc_r2_v1.0.1	male
HG02148	HG02148_pat_hprc_r2_v1.0.1	HG02148_mat_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02148/assemblies/freeze_2/HG02148_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02148/assemblies/freeze_2/HG02148_mat_hprc_r2_v1.0.1.fa.gz	HG02148_pat_hprc_r2_v1.0.1	HG02148_mat_hprc_r2_v1.0.1	female
HG02155	HG02155_hap1_hprc_r2_v1.0.1	HG02155_hap2_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02155/assemblies/freeze_2/HG02155_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02155/assemblies/freeze_2/HG02155_hap2_hprc_r2_v1.0.1.fa.gz	HG02155_hap1_hprc_r2_v1.0.1	HG02155_hap2_hprc_r2_v1.0.1	female
HG02165	HG02165_hap1_hprc_r2_v1.0.1	HG02165_hap2_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02165/assemblies/freeze_2/HG02165_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02165/assemblies/freeze_2/HG02165_hap2_hprc_r2_v1.0.1.fa.gz	HG02165_hap1_hprc_r2_v1.0.1	HG02165_hap2_hprc_r2_v1.0.1	female
HG02178	HG02178_hap1_hprc_r2_v1.0.1	HG02178_hap2_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02178/assemblies/freeze_2/HG02178_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02178/assemblies/freeze_2/HG02178_hap2_hprc_r2_v1.0.1.fa.gz	HG02178_hap1_hprc_r2_v1.0.1	HG02178_hap2_hprc_r2_v1.0.1	female
HG02257	HG02257_pat_hprc_r2_v1.1.0	HG02257_mat_hprc_r2_v1.1.0	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02257/assemblies/freeze_2/HG02257_pat_hprc_r2_v1.1.0.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02257/assemblies/freeze_2/HG02257_mat_hprc_r2_v1.1.0.fa.gz	HG02257_pat_hprc_r2_v1.1.0	HG02257_mat_hprc_r2_v1.1.0	female
HG02258	HG02258_pat_hprc_r2_v1.0.1	HG02258_mat_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02258/assemblies/freeze_2/HG02258_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02258/assemblies/freeze_2/HG02258_mat_hprc_r2_v1.0.1.fa.gz	HG02258_pat_hprc_r2_v1.0.1	HG02258_mat_hprc_r2_v1.0.1	male
HG02273	HG02273_hap1_hprc_r2_v1.0.1	HG02273_hap2_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02273/assemblies/freeze_2/HG02273_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02273/assemblies/freeze_2/HG02273_hap2_hprc_r2_v1.0.1.fa.gz	HG02273_hap1_hprc_r2_v1.0.1	HG02273_hap2_hprc_r2_v1.0.1	female
HG02280	HG02280_pat_hprc_r2_v1.0.1	HG02280_mat_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02280/assemblies/freeze_2/HG02280_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02280/assemblies/freeze_2/HG02280_mat_hprc_r2_v1.0.1.fa.gz	HG02280_pat_hprc_r2_v1.0.1	HG02280_mat_hprc_r2_v1.0.1	female
HG02293	HG02293_pat_hprc_r2_v1.0.1	HG02293_mat_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02293/assemblies/freeze_2/HG02293_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02293/assemblies/freeze_2/HG02293_mat_hprc_r2_v1.0.1.fa.gz	HG02293_pat_hprc_r2_v1.0.1	HG02293_mat_hprc_r2_v1.0.1	female
HG02300	HG02300_pat_hprc_r2_v1.0.1	HG02300_mat_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02300/assemblies/freeze_2/HG02300_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02300/assemblies/freeze_2/HG02300_mat_hprc_r2_v1.0.1.fa.gz	HG02300_pat_hprc_r2_v1.0.1	HG02300_mat_hprc_r2_v1.0.1	female
HG02391	HG02391_hap1_hprc_r2_v1.0.1	HG02391_hap2_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02391/assemblies/freeze_2/HG02391_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02391/assemblies/freeze_2/HG02391_hap2_hprc_r2_v1.0.1.fa.gz	HG02391_hap1_hprc_r2_v1.0.1	HG02391_hap2_hprc_r2_v1.0.1	male
HG02392	HG02392_hap1_hprc_r2_v1.0.1	HG02392_hap2_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02392/assemblies/freeze_2/HG02392_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02392/assemblies/freeze_2/HG02392_hap2_hprc_r2_v1.0.1.fa.gz	HG02392_hap1_hprc_r2_v1.0.1	HG02392_hap2_hprc_r2_v1.0.1	male
HG02451	HG02451_pat_hprc_r2_v1.0.1	HG02451_mat_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02451/assemblies/freeze_2/HG02451_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02451/assemblies/freeze_2/HG02451_mat_hprc_r2_v1.0.1.fa.gz	HG02451_pat_hprc_r2_v1.0.1	HG02451_mat_hprc_r2_v1.0.1	female
HG02486	HG02486_pat_hprc_r2_v1.0.1	HG02486_mat_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02486/assemblies/freeze_2/HG02486_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02486/assemblies/freeze_2/HG02486_mat_hprc_r2_v1.0.1.fa.gz	HG02486_pat_hprc_r2_v1.0.1	HG02486_mat_hprc_r2_v1.0.1	male
HG02514	HG02514_pat_hprc_r2_v1.0.1	HG02514_mat_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02514/assemblies/freeze_2/HG02514_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02514/assemblies/freeze_2/HG02514_mat_hprc_r2_v1.0.1.fa.gz	HG02514_pat_hprc_r2_v1.0.1	HG02514_mat_hprc_r2_v1.0.1	male
HG02523	HG02523_pat_hprc_r2_v1.0.1	HG02523_mat_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02523/assemblies/freeze_2/HG02523_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02523/assemblies/freeze_2/HG02523_mat_hprc_r2_v1.0.1.fa.gz	HG02523_pat_hprc_r2_v1.0.1	HG02523_mat_hprc_r2_v1.0.1	female
HG02559	HG02559_pat_hprc_r2_v1.0.1	HG02559_mat_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02559/assemblies/freeze_2/HG02559_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02559/assemblies/freeze_2/HG02559_mat_hprc_r2_v1.0.1.fa.gz	HG02559_pat_hprc_r2_v1.0.1	HG02559_mat_hprc_r2_v1.0.1	female
HG02572	HG02572_pat_hprc_r2_v1.0.1	HG02572_mat_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02572/assemblies/freeze_2/HG02572_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02572/assemblies/freeze_2/HG02572_mat_hprc_r2_v1.0.1.fa.gz	HG02572_pat_hprc_r2_v1.0.1	HG02572_mat_hprc_r2_v1.0.1	male
HG02583	HG02583_hap1_hprc_r2_v1.0.1	HG02583_hap2_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02583/assemblies/freeze_2/HG02583_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02583/assemblies/freeze_2/HG02583_hap2_hprc_r2_v1.0.1.fa.gz	HG02583_hap1_hprc_r2_v1.0.1	HG02583_hap2_hprc_r2_v1.0.1	female
HG02602	HG02602_pat_hprc_r2_v1.0.1	HG02602_mat_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02602/assemblies/freeze_2/HG02602_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02602/assemblies/freeze_2/HG02602_mat_hprc_r2_v1.0.1.fa.gz	HG02602_pat_hprc_r2_v1.0.1	HG02602_mat_hprc_r2_v1.0.1	male
HG02615	HG02615_pat_hprc_r2_v1.0.1	HG02615_mat_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02615/assemblies/freeze_2/HG02615_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02615/assemblies/freeze_2/HG02615_mat_hprc_r2_v1.0.1.fa.gz	HG02615_pat_hprc_r2_v1.0.1	HG02615_mat_hprc_r2_v1.0.1	female
HG02622	HG02622_pat_hprc_r2_v1.0.1	HG02622_mat_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02622/assemblies/freeze_2/HG02622_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02622/assemblies/freeze_2/HG02622_mat_hprc_r2_v1.0.1.fa.gz	HG02622_pat_hprc_r2_v1.0.1	HG02622_mat_hprc_r2_v1.0.1	female
HG02630	HG02630_pat_hprc_r2_v1.0.1	HG02630_mat_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02630/assemblies/freeze_2/HG02630_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02630/assemblies/freeze_2/HG02630_mat_hprc_r2_v1.0.1.fa.gz	HG02630_pat_hprc_r2_v1.0.1	HG02630_mat_hprc_r2_v1.0.1	female
HG02647	HG02647_pat_hprc_r2_v1.0.1	HG02647_mat_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02647/assemblies/freeze_2/HG02647_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02647/assemblies/freeze_2/HG02647_mat_hprc_r2_v1.0.1.fa.gz	HG02647_pat_hprc_r2_v1.0.1	HG02647_mat_hprc_r2_v1.0.1	male
HG02668	HG02668_pat_hprc_r2_v1.0.1	HG02668_mat_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02668/assemblies/freeze_2/HG02668_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02668/assemblies/freeze_2/HG02668_mat_hprc_r2_v1.0.1.fa.gz	HG02668_pat_hprc_r2_v1.0.1	HG02668_mat_hprc_r2_v1.0.1	male
HG02698	HG02698_pat_hprc_r2_v1.0.1	HG02698_mat_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02698/assemblies/freeze_2/HG02698_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02698/assemblies/freeze_2/HG02698_mat_hprc_r2_v1.0.1.fa.gz	HG02698_pat_hprc_r2_v1.0.1	HG02698_mat_hprc_r2_v1.0.1	male
HG02717	HG02717_pat_hprc_r2_v1.0.1	HG02717_mat_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02717/assemblies/freeze_2/HG02717_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02717/assemblies/freeze_2/HG02717_mat_hprc_r2_v1.0.1.fa.gz	HG02717_pat_hprc_r2_v1.0.1	HG02717_mat_hprc_r2_v1.0.1	male
HG02723	HG02723_pat_hprc_r2_v1.0.1	HG02723_mat_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02723/assemblies/freeze_2/HG02723_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02723/assemblies/freeze_2/HG02723_mat_hprc_r2_v1.0.1.fa.gz	HG02723_pat_hprc_r2_v1.0.1	HG02723_mat_hprc_r2_v1.0.1	female
HG02735	HG02735_pat_hprc_r2_v1.0.1	HG02735_mat_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02735/assemblies/freeze_2/HG02735_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02735/assemblies/freeze_2/HG02735_mat_hprc_r2_v1.0.1.fa.gz	HG02735_pat_hprc_r2_v1.0.1	HG02735_mat_hprc_r2_v1.0.1	male
HG02738	HG02738_pat_hprc_r2_v1.0.1	HG02738_mat_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02738/assemblies/freeze_2/HG02738_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02738/assemblies/freeze_2/HG02738_mat_hprc_r2_v1.0.1.fa.gz	HG02738_pat_hprc_r2_v1.0.1	HG02738_mat_hprc_r2_v1.0.1	male
HG02809	HG02809_pat_hprc_r2_v1.0.1	HG02809_mat_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02809/assemblies/freeze_2/HG02809_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02809/assemblies/freeze_2/HG02809_mat_hprc_r2_v1.0.1.fa.gz	HG02809_pat_hprc_r2_v1.0.1	HG02809_mat_hprc_r2_v1.0.1	female
HG02818	HG02818_pat_hprc_r2_v1.0.1	HG02818_mat_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02818/assemblies/freeze_2/HG02818_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02818/assemblies/freeze_2/HG02818_mat_hprc_r2_v1.0.1.fa.gz	HG02818_pat_hprc_r2_v1.0.1	HG02818_mat_hprc_r2_v1.0.1	female
HG02841	HG02841_pat_hprc_r2_v1.0.1	HG02841_mat_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02841/assemblies/freeze_2/HG02841_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02841/assemblies/freeze_2/HG02841_mat_hprc_r2_v1.0.1.fa.gz	HG02841_pat_hprc_r2_v1.0.1	HG02841_mat_hprc_r2_v1.0.1	female
HG02886	HG02886_pat_hprc_r2_v1.0.1	HG02886_mat_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02886/assemblies/freeze_2/HG02886_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02886/assemblies/freeze_2/HG02886_mat_hprc_r2_v1.0.1.fa.gz	HG02886_pat_hprc_r2_v1.0.1	HG02886_mat_hprc_r2_v1.0.1	female
HG02922	HG02922_hap1_hprc_r2_v1.0.1	HG02922_hap2_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02922/assemblies/freeze_2/HG02922_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02922/assemblies/freeze_2/HG02922_hap2_hprc_r2_v1.0.1.fa.gz	HG02922_hap1_hprc_r2_v1.0.1	HG02922_hap2_hprc_r2_v1.0.1	female
HG02965	HG02965_hap1_hprc_r2_v1.0.1	HG02965_hap2_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02965/assemblies/freeze_2/HG02965_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02965/assemblies/freeze_2/HG02965_hap2_hprc_r2_v1.0.1.fa.gz	HG02965_hap1_hprc_r2_v1.0.1	HG02965_hap2_hprc_r2_v1.0.1	male
HG02976	HG02976_hap1_hprc_r2_v1.0.1	HG02976_hap2_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02976/assemblies/freeze_2/HG02976_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02976/assemblies/freeze_2/HG02976_hap2_hprc_r2_v1.0.1.fa.gz	HG02976_hap1_hprc_r2_v1.0.1	HG02976_hap2_hprc_r2_v1.0.1	female
HG02984	HG02984_pat_hprc_r2_v1.0.1	HG02984_mat_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02984/assemblies/freeze_2/HG02984_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02984/assemblies/freeze_2/HG02984_mat_hprc_r2_v1.0.1.fa.gz	HG02984_pat_hprc_r2_v1.0.1	HG02984_mat_hprc_r2_v1.0.1	male
HG03017	HG03017_pat_hprc_r2_v1.0.1	HG03017_mat_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03017/assemblies/freeze_2/HG03017_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03017/assemblies/freeze_2/HG03017_mat_hprc_r2_v1.0.1.fa.gz	HG03017_pat_hprc_r2_v1.0.1	HG03017_mat_hprc_r2_v1.0.1	male
HG03041	HG03041_pat_hprc_r2_v1.0.1	HG03041_mat_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03041/assemblies/freeze_2/HG03041_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03041/assemblies/freeze_2/HG03041_mat_hprc_r2_v1.0.1.fa.gz	HG03041_pat_hprc_r2_v1.0.1	HG03041_mat_hprc_r2_v1.0.1	female
HG03050	HG03050_pat_hprc_r2_v1.0.1	HG03050_mat_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03050/assemblies/freeze_2/HG03050_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03050/assemblies/freeze_2/HG03050_mat_hprc_r2_v1.0.1.fa.gz	HG03050_pat_hprc_r2_v1.0.1	HG03050_mat_hprc_r2_v1.0.1	male
HG03098	HG03098_pat_hprc_r2_v1.0.1	HG03098_mat_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03098/assemblies/freeze_2/HG03098_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03098/assemblies/freeze_2/HG03098_mat_hprc_r2_v1.0.1.fa.gz	HG03098_pat_hprc_r2_v1.0.1	HG03098_mat_hprc_r2_v1.0.1	male
